x,y,z,yaw,pitch,roll,img
33.0,26.0,32.0,0.64006907,-19.892708,-0.8422966,image00690
28.0,29.0,32.0,-12.643091,-9.906418,-2.0527306,image00691
39.0,40.0,34.0,18.326437,22.284044,3.7875516,image00692
36.0,29.0,32.0,9.063064,-9.823794,-1.4435325,image00693
33.0,27.0,34.0,1.0970699,-15.396906,3.3492143,image00694
21.0,34.0,20.0,-35.358555,4.629991,-36.973064,image00695
23.0,9.0,52.0,-27.346397,-71.44707,57.1724,image00696
35.0,33.0,32.0,8.369323,2.8926265,-0.57489085,image00697
24.0,30.0,36.0,-25.22636,-7.955358,10.715753,image00699
28.0,27.0,31.0,-14.708651,-16.237907,-5.6462717,image00700
33.0,34.0,31.0,2.1793373,5.0166163,-5.276624,image00705
38.0,32.0,34.0,15.513832,-0.78113705,4.092985,image00710
29.0,27.0,36.0,-10.938559,-16.092802,9.711907,image00712
34.0,41.0,33.0,5.839357,25.007109,2.4175284,image00713
31.0,32.0,30.0,-4.5286922,-2.6890574,-8.789667,image00714
33.0,25.0,32.0,0.93470234,-23.100626,-0.5029506,image00715
27.0,26.0,27.0,-15.475959,-20.635777,-15.975915,image00719
5.0,28.0,38.0,-82.71608,-12.107419,15.8469715,image00722
34.0,29.0,28.0,3.237373,-11.688356,-14.130687,image00723
37.0,42.0,30.0,12.294046,29.488014,-8.218261,image00724
20.0,29.0,36.0,-36.0341,-10.9674835,10.349258,image00725
35.0,32.0,39.0,6.589925,-0.78121483,18.002964,image00726
40.0,32.0,25.0,21.205162,-2.7122893,-23.541086,image00727
45.0,37.0,42.0,38.2418,12.068556,27.731865,image00728
35.0,33.0,31.0,6.5379443,2.509728,-4.5572567,image00729
39.0,30.0,34.0,18.217825,-7.3695574,3.2909832,image00730
57.0,38.0,33.0,74.251526,15.113604,2.7822313,image00731
38.0,26.0,16.0,15.017189,-18.092567,-50.38874,image00733
9.0,66.0,-1.0,-69.69938,102.69818,-113.40919,image00734
16.0,29.0,29.0,-49.878925,-11.027635,-10.259694,image00735
19.0,34.0,36.0,-41.688118,4.753971,11.734639,image00739
29.0,24.0,33.0,-9.304049,-26.606173,2.2322896,image00740
28.0,31.0,32.0,-13.272549,-4.260106,-2.7715304,image00741
23.0,36.0,19.0,-28.443674,11.962359,-41.510643,image00743
28.0,31.0,35.0,-14.975606,-5.0457344,6.4662867,image00745
37.0,28.0,25.0,14.046858,-14.533234,-22.717878,image00747
10.0,21.0,46.0,-67.10629,-35.452225,40.757633,image00748
28.0,34.0,33.0,-14.568765,3.7358317,0.84352535,image00753
22.0,28.0,33.0,-31.027613,-12.482906,1.5571336,image00755
30.0,32.0,30.0,-6.6858826,-0.2895279,-7.3036776,image00757
11.0,31.0,39.0,-64.27621,-5.210631,20.276394,image00759
34.0,32.0,31.0,4.7054667,-0.62491083,-3.4970052,image00761
32.0,31.0,32.0,-2.5118468,-3.0842624,-2.8587105,image00764
31.0,29.0,32.0,-5.1417413,-11.798992,-0.04047169,image00771
29.0,28.0,33.0,-10.189125,-13.51006,1.9240408,image00772
31.0,39.0,27.0,-5.1216254,20.428331,-15.9778595,image00773
33.0,30.0,32.0,1.800713,-8.117553,-2.614328,image00774
34.0,26.0,29.0,3.9546752,-18.832361,-10.890812,image00775
38.0,33.0,33.0,15.027159,1.9013349,0.7764829,image00776
34.0,29.0,31.0,4.164943,-10.037676,-4.4810333,image00777
34.0,36.0,34.0,3.3006346,10.599261,5.406026,image00778
31.0,37.0,23.0,-5.474507,12.182415,-28.873806,image00779
15.0,42.0,21.0,-52.39745,27.387033,-33.11231,image00781
32.0,32.0,32.0,-1.2979735,-0.2732224,-0.105012186,image00782
33.0,30.0,31.0,0.1870197,-8.590876,-5.807334,image00783
49.0,28.0,28.0,48.0545,-14.006567,-13.725511,image00784
40.0,29.0,22.0,21.83011,-9.317991,-31.05346,image00785
42.0,35.0,24.0,29.606842,8.964172,-24.39103,image00787
32.0,32.0,30.0,-2.4525883,-1.9231358,-7.710662,image00788
33.0,31.0,25.0,1.2843316,-5.615369,-21.528746,image00791
39.0,22.0,26.0,19.62373,-30.50126,-19.07975,image00792
34.0,26.0,30.0,4.311555,-18.112343,-7.268333,image00793
44.0,45.0,31.0,34.87357,37.602932,-4.136708,image00795
26.0,26.0,30.0,-20.779783,-19.338682,-6.933821,image00796
41.0,29.0,36.0,25.961452,-9.59384,11.062069,image00797
53.0,40.0,39.0,62.343002,23.020437,19.068344,image00801
37.0,26.0,30.0,14.644139,-18.959837,-8.238873,image00802
46.0,19.0,23.0,39.909096,-40.243504,-27.294807,image00803
28.0,32.0,33.0,-12.376536,-2.378311,2.2640462,image00804
32.0,29.0,32.0,-0.5726378,-9.735165,-1.9749733,image00806
51.0,23.0,21.0,54.26749,-27.140696,-35.226673,image00808
46.0,31.0,30.0,39.2139,-3.0182993,-6.426997,image00809
17.0,29.0,39.0,-46.83876,-11.889243,20.85164,image00813
34.0,21.0,31.0,3.5591784,-33.42688,-3.6806886,image00814
10.0,12.0,57.0,-68.43246,-60.160114,73.96601,image00815
31.0,28.0,32.0,-3.743849,-14.144569,-0.6258584,image00818
33.0,26.0,33.0,1.0165703,-18.24438,1.161063,image00824
10.0,38.0,29.0,-67.18006,15.203019,-11.157933,image00825
12.0,31.0,47.0,-62.065712,-3.1024213,43.712635,image00826
32.0,29.0,34.0,-2.8455002,-10.067671,3.2834907,image00829
42.0,28.0,29.0,28.27784,-12.49972,-11.526262,image00830
9.0,14.0,56.0,-71.1529,-54.32422,70.7274,image00831
32.0,30.0,31.0,-0.6627124,-6.34865,-4.26771,image00832
34.0,27.0,47.0,4.24435,-17.460335,42.136337,image00836
21.0,35.0,31.0,-35.37552,7.85886,-5.238066,image00837
25.0,32.0,33.0,-22.928564,-1.7536275,0.21966766,image00838
34.0,29.0,33.0,4.9155273,-9.265694,1.5585781,image00839
24.0,29.0,36.0,-24.069445,-9.062221,11.884419,image00840
28.0,26.0,36.0,-13.59658,-18.861887,10.579597,image00841
37.0,30.0,32.0,14.108519,-7.2530837,-1.9078346,image00842
33.0,29.0,33.0,0.4398322,-9.374365,0.75907755,image00843
39.0,33.0,31.0,20.222668,1.9117992,-3.602211,image00844
37.0,33.0,31.0,13.136295,0.23734118,-4.5938587,image00845
39.0,31.0,22.0,18.006098,-4.354391,-31.738451,image00846
44.0,32.0,32.0,33.251526,-2.6565413,-1.3530875,image00847
34.0,32.0,33.0,4.3989577,-1.142544,0.67841494,image00849
19.0,27.0,37.0,-41.404957,-15.266969,12.590733,image00850
32.0,29.0,32.0,-0.43295157,-11.449706,-2.0578456,image00851
34.0,43.0,31.0,3.120334,30.416592,-5.0824304,image00854
38.0,30.0,30.0,16.534338,-6.023523,-8.897713,image00855
36.0,28.0,29.0,11.856499,-12.5659485,-11.589337,image00856
37.0,30.0,27.0,12.523606,-8.051459,-16.851528,image00860
51.0,37.0,25.0,56.356544,13.543833,-21.986315,image00861
37.0,41.0,48.0,12.778374,25.32965,45.04342,image00862
32.0,33.0,32.0,-2.032113,1.5142692,-1.6536906,image00863
56.0,31.0,33.0,69.376015,-4.448235,0.041301835,image00866
40.0,23.0,28.0,21.14805,-27.735065,-14.339991,image00872
30.0,33.0,24.0,-7.8254013,0.046366833,-25.353205,image00874
31.0,26.0,33.0,-3.2235222,-19.37891,0.5386871,image00877
31.0,26.0,31.0,-3.4173367,-18.157375,-5.376725,image00882
38.0,33.0,31.0,15.330055,2.4034598,-4.2549806,image00886
13.0,21.0,43.0,-57.742817,-35.872555,31.818132,image00888
39.0,37.0,35.0,19.402288,14.106866,7.8480716,image00889
35.0,30.0,32.0,7.9173374,-6.137199,-0.66628855,image00891
34.0,27.0,33.0,5.746054,-16.577812,0.21280503,image00892
30.0,31.0,36.0,-7.7538886,-3.7942944,10.43911,image00893
34.0,33.0,30.0,5.9771876,1.4138383,-7.88719,image00894
33.0,26.0,33.0,0.6842844,-19.05689,2.5399601,image00895
37.0,32.0,32.0,12.802401,-0.57014346,-1.7840459,image00896
27.0,37.0,32.0,-17.111654,13.915923,-0.090756156,image00898
35.0,28.0,31.0,8.054023,-13.571437,-4.875054,image00901
25.0,39.0,25.0,-23.64441,19.15032,-21.452518,image00902
22.0,36.0,27.0,-30.24047,11.811754,-17.814663,image00903
37.0,33.0,32.0,12.665479,1.3825785,-2.2073123,image00904
28.0,39.0,32.0,-12.412129,18.729296,-2.7642508,image00905
54.0,37.0,33.0,64.39071,13.717985,1.8083974,image00907
41.0,25.0,20.0,24.250668,-22.236738,-36.673485,image00908
33.0,23.0,31.0,2.1764607,-27.17185,-4.131009,image00909
30.0,25.0,34.0,-8.9458475,-21.087286,4.423855,image00911
42.0,33.0,40.0,28.295897,1.2179279,22.666647,image00915
32.0,28.0,32.0,-0.5246451,-13.004466,-1.3538158,image00918
40.0,34.0,33.0,21.105577,4.299569,1.8922924,image00922
30.0,31.0,36.0,-7.5784883,-5.633591,11.022501,image00923
30.0,29.0,33.0,-6.7208734,-9.855995,0.869779,image00925
27.0,23.0,36.0,-15.16423,-28.399504,10.08766,image00929
33.0,24.0,32.0,1.219103,-26.813498,-2.3126605,image00930
41.0,29.0,29.0,25.15555,-9.745855,-9.868293,image00931
33.0,28.0,32.0,1.9042996,-13.474582,-0.7668737,image00932
40.0,29.0,28.0,21.549524,-11.17469,-14.492634,image00933
43.0,30.0,31.0,30.601194,-7.5349445,-3.852012,image00934
6.0,32.0,35.0,-78.77598,-1.7549713,6.42577,image00935
37.0,32.0,31.0,13.826975,-0.0050003855,-3.4945483,image00937
24.0,33.0,27.0,-26.15097,1.0715356,-17.542192,image00939
29.0,35.0,31.0,-11.315366,8.912551,-3.0465004,image00940
35.0,31.0,26.0,6.7448997,-4.8661346,-19.51683,image00941
44.0,30.0,36.0,33.436733,-8.784844,9.249348,image00942
25.0,30.0,31.0,-22.453377,-6.5291743,-5.87797,image00943
14.0,28.0,36.0,-54.676044,-14.870719,11.755539,image00946
37.0,28.0,33.0,13.611118,-12.298635,2.3735023,image00947
31.0,29.0,32.0,-4.319257,-10.725905,-0.51034653,image00948
33.0,34.0,34.0,2.1994066,4.629941,5.165538,image00950
29.0,29.0,43.0,-10.321242,-10.611206,31.09473,image00954
28.0,32.0,29.0,-14.880998,-2.0622957,-9.146642,image00957
40.0,31.0,31.0,21.143509,-4.4389343,-4.8578744,image00960
41.0,29.0,33.0,25.149244,-9.403037,1.2654142,image00961
31.0,33.0,32.0,-3.131503,1.2123364,-1.2606893,image00962
24.0,37.0,30.0,-25.419882,13.90297,-6.118781,image00963
42.0,29.0,28.0,28.227285,-9.81786,-12.739975,image00965
33.0,23.0,31.0,1.4319806,-28.716028,-3.1108522,image00966
40.0,30.0,30.0,23.855282,-8.041887,-8.872086,image00967
30.0,31.0,35.0,-7.2469573,-3.5678232,8.52772,image00968
25.0,37.0,31.0,-21.386255,12.7818365,-5.388613,image00971
34.0,34.0,31.0,3.7980466,4.3195863,-4.3590474,image00972
27.0,25.0,33.0,-16.838194,-21.66837,1.7124784,image00973
40.0,33.0,33.0,23.310001,0.9596703,1.9414998,image00974
33.0,26.0,35.0,2.0277038,-19.816223,6.9060946,image00976
41.0,29.0,33.0,26.562115,-9.626596,1.3561797,image00978
40.0,28.0,36.0,22.056408,-13.7527,11.91698,image00979
21.0,14.0,46.0,-35.837444,-54.98724,39.529556,image00981
33.0,39.0,40.0,1.5655684,19.273504,21.0678,image00982
8.0,-1.0,66.0,-74.22911,-100.62191,100.062,image00983
35.0,36.0,23.0,6.0019464,10.147611,-29.276628,image00984
37.0,30.0,29.0,13.432922,-7.815782,-9.124393,image00985
36.0,40.0,54.0,10.426165,21.082863,64.304306,image00988
29.0,28.0,43.0,-9.815669,-12.246462,31.183542,image00989
29.0,33.0,31.0,-9.273533,1.5148703,-3.2216885,image00995
37.0,36.0,31.0,13.503508,9.98511,-4.7767386,image00998
31.0,29.0,32.0,-5.6003923,-10.990029,-0.58504754,image00999
32.0,25.0,31.0,-0.33411077,-21.084621,-3.107993,image01000
28.0,33.0,28.0,-12.890812,2.005981,-13.093075,image01001
33.0,35.0,32.0,0.8159632,6.158036,-1.8829367,image01002
35.0,29.0,32.0,6.4486175,-11.740029,-2.6617897,image01003
34.0,33.0,33.0,4.98435,1.826945,1.3560979,image01008
32.0,28.0,34.0,-2.3570633,-14.580231,3.8002887,image01009
30.0,34.0,27.0,-7.6503863,4.7153068,-15.191891,image01010
57.0,42.0,47.0,73.310234,28.44263,42.414524,image01012
27.0,36.0,31.0,-15.143202,11.065567,-4.4729943,image01014
30.0,34.0,27.0,-6.5222273,3.609901,-17.105356,image01016
10.0,26.0,40.0,-66.95663,-18.19687,21.917683,image01017
28.0,28.0,32.0,-12.526417,-12.404528,-0.2420579,image01021
37.0,27.0,26.0,12.454073,-15.650642,-18.489576,image01025
27.0,27.0,26.0,-15.357443,-15.491277,-19.397686,image01026
37.0,28.0,28.0,13.403524,-12.3911915,-12.204102,image01028
33.0,29.0,32.0,2.7137065,-9.011614,-1.8667821,image01031
34.0,31.0,32.0,5.8687882,-5.5144076,-1.8128554,image01032
34.0,28.0,30.0,3.5191064,-14.109562,-6.731624,image01033
30.0,30.0,32.0,-6.4849567,-8.945942,-2.954299,image01034
36.0,44.0,30.0,11.06456,35.901638,-6.2238035,image01038
32.0,31.0,34.0,-0.8753126,-5.429503,3.9544435,image01039
23.0,32.0,31.0,-27.55231,-1.4908177,-5.848189,image01040
50.0,22.0,22.0,53.81931,-30.833288,-31.340792,image01042
49.0,32.0,29.0,48.36025,-2.8295705,-10.137137,image01045
40.0,30.0,36.0,21.26653,-6.031905,9.013394,image01048
37.0,29.0,32.0,12.737839,-10.464517,-1.760211,image01050
31.0,31.0,33.0,-4.331036,-4.8552265,0.62785625,image01053
46.0,39.0,33.0,39.52144,19.11424,2.5140674,image01054
37.0,32.0,32.0,14.888862,-0.27090126,-1.6183802,image01058
39.0,30.0,31.0,18.318998,-7.237738,-3.5606015,image01059
32.0,23.0,32.0,-0.82319397,-27.271894,-1.8778937,image01060
31.0,23.0,32.0,-4.6650596,-28.043303,-0.83394974,image01061
22.0,31.0,35.0,-30.850471,-4.931985,8.929959,image01062
31.0,29.0,33.0,-3.3969345,-9.340438,0.8571116,image01063
37.0,39.0,28.0,12.067504,19.968653,-12.685657,image01065
33.0,36.0,25.0,2.4054198,11.62957,-21.232628,image01066
45.0,34.0,40.0,38.778294,3.7739468,22.285734,image01067
35.0,42.0,46.0,8.728163,28.734026,40.12384,image01070
36.0,22.0,38.0,9.404235,-31.779709,15.457324,image01071
31.0,33.0,32.0,-5.4475365,1.1463473,-2.435761,image01072
32.0,31.0,32.0,-1.0781635,-4.319567,-1.1538243,image01077
32.0,24.0,37.0,-1.937196,-26.617613,13.752733,image01079
34.0,28.0,32.0,3.2596729,-13.743792,-0.7071876,image01083
31.0,29.0,33.0,-4.7721815,-10.38377,2.745022,image01084
26.0,26.0,31.0,-20.726427,-19.04133,-5.1411943,image01085
32.0,26.0,31.0,-1.5904901,-19.89991,-5.2303624,image01086
32.0,29.0,31.0,-1.7255666,-10.997686,-5.3311887,image01087
36.0,25.0,33.0,10.862674,-23.46073,0.011989108,image01088
41.0,26.0,28.0,26.922682,-19.262175,-13.829122,image01089
23.0,31.0,27.0,-27.881733,-5.8929534,-15.286851,image01090
45.0,35.0,30.0,36.707043,6.480303,-6.293563,image01092
39.0,27.0,26.0,20.135757,-17.92549,-20.641628,image01093
54.0,19.0,15.0,65.03935,-40.742474,-51.848064,image01095
33.0,22.0,39.0,0.2058411,-31.172714,20.781504,image01097
37.0,27.0,36.0,14.042094,-15.123134,9.07904,image01100
34.0,39.0,18.0,5.3940315,18.207153,-42.365482,image01104
38.0,35.0,31.0,15.241916,6.2962775,-4.484532,image01106
38.0,32.0,33.0,17.896368,-1.9476886,0.4802852,image01108
41.0,31.0,31.0,26.136568,-3.001098,-4.72945,image01109
31.0,29.0,35.0,-5.4389353,-11.997171,6.1301374,image01110
28.0,24.0,34.0,-13.878163,-24.55999,4.9463234,image01111
34.0,33.0,30.0,5.409432,1.7423424,-7.651832,image01112
29.0,41.0,30.0,-9.590419,26.325382,-6.743481,image01113
36.0,27.0,27.0,10.292275,-16.317911,-15.987538,image01117
32.0,32.0,32.0,-0.025327178,-2.1622891,-2.3392348,image01118
49.0,29.0,32.0,50.70774,-11.742947,-1.5600504,image01119
31.0,28.0,33.0,-5.00372,-13.548667,2.485131,image01120
39.0,29.0,27.0,18.11199,-10.142709,-15.700774,image01124
55.0,17.0,11.0,68.94061,-45.01359,-64.749794,image01126
32.0,32.0,33.0,-1.5261153,-0.7171096,1.1800588,image01128
26.0,31.0,47.0,-18.680887,-5.0886755,44.880707,image01129
43.0,30.0,33.0,31.48529,-8.4217825,1.0273663,image01131
33.0,25.0,27.0,2.319269,-22.74418,-16.132524,image01132
31.0,33.0,40.0,-3.492549,0.06712619,21.429476,image01133
38.0,28.0,36.0,16.63878,-13.095718,11.174517,image01138
31.0,37.0,31.0,-3.6616106,14.45156,-3.6489837,image01139
30.0,26.0,32.0,-7.889822,-18.921059,-2.2569354,image01141
32.0,31.0,32.0,-2.2818725,-5.9094305,-2.7379837,image01146
36.0,29.0,39.0,9.653672,-10.18758,20.77032,image01147
36.0,28.0,18.0,10.782427,-13.171377,-42.69124,image01149
30.0,30.0,33.0,-8.377786,-7.1478243,0.22661842,image01150
34.0,38.0,33.0,4.457502,15.716329,1.8348433,image01152
20.0,31.0,32.0,-36.474377,-4.3505144,-1.804499,image01155
26.0,31.0,26.0,-19.71078,-5.8653007,-18.47768,image01157
24.0,34.0,24.0,-26.797014,3.4518297,-24.925611,image01161
32.0,27.0,34.0,-2.9561214,-15.344418,3.984311,image01163
33.0,33.0,33.0,2.8870413,0.18583824,0.8900928,image01164
22.0,30.0,36.0,-31.095825,-6.2851324,9.419191,image01165
36.0,33.0,32.0,11.031377,1.1038632,-1.8452998,image01168
27.0,29.0,36.0,-17.500154,-10.753153,11.506728,image01171
25.0,24.0,39.0,-23.739893,-26.275301,20.83932,image01173
35.0,31.0,37.0,6.255447,-5.350467,13.995126,image01174
46.0,30.0,23.0,41.972347,-8.447723,-29.908993,image01175
27.0,30.0,30.0,-17.28444,-6.8755293,-8.911014,image01177
33.0,28.0,32.0,2.1179197,-12.606166,-0.91222125,image01178
37.0,32.0,31.0,14.485299,-1.9713708,-3.1759553,image01181
38.0,33.0,34.0,16.375753,2.380705,3.6622899,image01182
36.0,29.0,34.0,9.315121,-10.022365,3.6751251,image01184
34.0,41.0,33.0,3.0667176,24.363714,0.21212253,image01189
34.0,32.0,33.0,5.3466496,-0.9973261,0.31032032,image01190
34.0,27.0,31.0,5.825689,-16.137459,-5.294588,image01191
37.0,33.0,37.0,13.122815,1.8706106,12.33462,image01196
33.0,27.0,31.0,2.609832,-15.107111,-4.5183616,image01198
41.0,33.0,30.0,24.517849,0.7324448,-6.909383,image01200
25.0,36.0,31.0,-22.762877,10.109398,-4.6721215,image01201
31.0,26.0,26.0,-3.5652187,-18.251354,-19.413006,image01202
42.0,31.0,34.0,29.694756,-5.360773,4.07828,image01205
59.0,38.0,42.0,79.41024,16.706339,29.069527,image01207
32.0,24.0,32.0,-2.4886067,-25.08494,-2.9868107,image01210
34.0,24.0,32.0,3.281215,-26.556787,-2.8627207,image01212
30.0,29.0,32.0,-8.125034,-9.7883835,-1.1983992,image01215
34.0,29.0,33.0,4.1466684,-9.3276,2.6316645,image01217
35.0,31.0,34.0,6.880298,-3.160283,3.9675176,image01218
48.0,35.0,32.0,47.511246,7.899387,-0.7915808,image01220
33.0,28.0,31.0,0.16910288,-12.885032,-3.6609097,image01224
34.0,27.0,29.0,5.1751857,-17.180477,-9.203247,image01226
35.0,29.0,31.0,8.67139,-11.279621,-3.529216,image01230
22.0,33.0,34.0,-32.309856,0.39119855,3.1313796,image01232
34.0,33.0,32.0,3.124337,0.1181357,-1.0807511,image01233
44.0,34.0,32.0,35.609653,5.0529194,-1.9821805,image01238
31.0,32.0,30.0,-3.380294,-2.0297434,-6.0105877,image01240
33.0,31.0,29.0,2.4813757,-4.0534368,-11.745609,image01243
24.0,34.0,34.0,-24.990202,3.9147224,4.734757,image01246
39.0,36.0,32.0,18.348562,11.955422,-1.6330051,image01247
35.0,33.0,30.0,7.6002197,1.3441507,-8.767895,image01249
34.0,29.0,31.0,3.190361,-9.005021,-3.0697393,image01251
26.0,28.0,35.0,-19.919079,-13.642636,8.5063925,image01253
32.0,29.0,32.0,-2.7258108,-11.217632,-2.7510796,image01258
35.0,32.0,32.0,6.5108776,-0.22699448,-2.0156193,image01260
53.0,53.0,56.0,61.099907,62.151703,70.98542,image01262
45.0,29.0,35.0,37.503952,-9.448806,6.706808,image01264
30.0,36.0,34.0,-8.456209,9.943111,4.2365394,image01266
33.0,31.0,32.0,0.16312686,-5.727435,-1.2025582,image01268
36.0,37.0,32.0,11.423633,12.025366,-0.105294175,image01272
37.0,34.0,29.0,12.603953,3.9098766,-10.301998,image01276
29.0,29.0,34.0,-9.281194,-9.654371,4.800621,image01280
34.0,30.0,26.0,4.6059146,-7.218818,-18.59392,image01282
17.0,34.0,35.0,-46.48188,5.5790567,8.538265,image01283
30.0,33.0,33.0,-6.254786,2.061599,0.6863363,image01286
30.0,32.0,30.0,-7.081345,-1.632876,-6.9541388,image01288
33.0,26.0,34.0,0.2881693,-20.6834,3.195566,image01290
31.0,30.0,32.0,-3.4787443,-8.794148,-1.9204186,image01292
20.0,25.0,37.0,-38.450726,-23.815056,12.957193,image01294
35.0,30.0,31.0,6.590159,-7.302619,-4.3010073,image01296
40.0,28.0,26.0,22.35303,-13.569085,-19.838358,image01298
22.0,30.0,32.0,-32.21652,-7.8764997,-0.7655948,image01299
35.0,37.0,40.0,6.3222833,13.945218,23.107882,image01300
35.0,34.0,33.0,7.534841,4.160213,1.0241581,image01302
30.0,29.0,33.0,-7.063179,-9.235045,0.88543284,image01306
43.0,32.0,31.0,30.635178,-2.8999972,-4.973819,image01308
9.0,20.0,42.0,-70.503,-38.80168,29.28462,image01309
32.0,35.0,43.0,-2.555649,6.4254045,32.65429,image01310
36.0,34.0,33.0,10.223894,5.5947003,0.95104057,image01312
34.0,34.0,33.0,4.3047786,4.3323746,1.9424834,image01314
26.0,35.0,38.0,-19.173895,8.55024,17.56744,image01315
31.0,29.0,32.0,-3.4067433,-9.356348,-2.3428369,image01317
37.0,35.0,33.0,14.626133,6.7068853,0.119491294,image01319
31.0,28.0,32.0,-5.381824,-13.587064,-1.6828407,image01322
21.0,40.0,37.0,-34.510605,23.72788,14.958729,image01323
29.0,35.0,33.0,-10.117842,7.38816,0.75295854,image01324
34.0,33.0,33.0,4.657113,0.95937383,1.1412557,image01328
35.0,36.0,33.0,6.1470413,10.75019,0.5005458,image01329
34.0,32.0,31.0,5.821721,-0.44357088,-4.9659524,image01331
34.0,30.0,32.0,3.0384095,-6.841818,-1.1176512,image01333
32.0,28.0,34.0,-2.6412926,-14.0869055,3.0218444,image01334
35.0,33.0,32.0,7.5977983,0.37508377,-1.7831453,image01338
26.0,26.0,33.0,-20.948963,-20.50706,2.8007653,image01340
34.0,29.0,32.0,3.3464212,-11.143361,-0.3471296,image01342
36.0,34.0,32.0,9.397024,5.4234967,-1.273343,image01346
36.0,32.0,32.0,9.345422,-2.8859394,-2.333889,image01350
27.0,28.0,32.0,-16.658262,-13.467309,-0.3650376,image01352
33.0,31.0,31.0,1.9426678,-3.5524213,-3.826777,image01360
27.0,33.0,31.0,-17.858002,0.78965575,-3.9134567,image01362
37.0,34.0,32.0,12.767445,3.3427646,-1.052654,image01366
25.0,32.0,32.0,-21.797098,-1.6679288,-0.6684431,image01368
61.0,8.0,9.0,86.62802,-74.75789,-71.65204,image01373
25.0,28.0,33.0,-21.046415,-13.96141,2.9513366,image01375
7.0,23.0,44.0,-75.71812,-29.082829,34.041492,image01376
53.0,45.0,40.0,61.666615,36.421158,23.200943,image01377
34.0,33.0,31.0,4.4553165,0.04518089,-5.5701275,image01380
39.0,33.0,32.0,20.856533,2.2565863,-1.458867,image01387
36.0,30.0,32.0,10.365524,-8.576222,-0.43892965,image01391
41.0,29.0,29.0,26.756197,-10.335577,-11.645307,image01395
37.0,33.0,36.0,12.501806,2.1053457,11.995295,image01396
31.0,33.0,34.0,-4.877542,1.1485648,3.3962958,image01397
34.0,29.0,32.0,3.7640567,-9.612561,-0.73928636,image01400
35.0,31.0,34.0,8.7869835,-3.5841336,5.601754,image01401
28.0,24.0,37.0,-12.386571,-24.297905,12.193838,image01402
31.0,31.0,29.0,-5.1394405,-4.112657,-9.48671,image01404
47.0,27.0,25.0,42.307167,-15.277022,-21.122545,image01406
33.0,33.0,33.0,1.1117296,0.25581104,2.0816686,image01407
35.0,30.0,33.0,7.191765,-6.761076,0.6875828,image01410
31.0,36.0,33.0,-4.4344378,10.318529,1.5541375,image01414
40.0,30.0,26.0,22.359966,-7.8735833,-18.141802,image01416
36.0,35.0,31.0,9.510836,7.047236,-5.6112323,image01417
57.0,26.0,21.0,73.43157,-19.663229,-33.487442,image01419
33.0,39.0,27.0,2.601691,20.265331,-17.244965,image01421
35.0,36.0,34.0,6.5294604,9.673029,3.0061564,image01427
31.0,35.0,24.0,-4.3496256,7.557723,-26.33529,image01431
35.0,34.0,31.0,7.300581,3.193427,-5.9083357,image01433
47.0,44.0,44.0,43.43631,34.378777,35.826923,image01437
39.0,24.0,32.0,18.878418,-24.13319,-2.0919669,image01438
38.0,26.0,32.0,16.923006,-18.137152,-2.6870766,image01442
12.0,24.0,42.0,-61.18256,-25.265728,28.953135,image01449
40.0,30.0,26.0,22.134905,-7.872852,-19.592829,image01453
39.0,33.0,31.0,18.341251,1.4653676,-4.4569187,image01459
31.0,38.0,31.0,-5.777525,17.731611,-3.9115229,image01460
52.0,23.0,25.0,57.42252,-27.696436,-23.878244,image01461
24.0,30.0,35.0,-24.42732,-8.508799,7.9470396,image01466
29.0,30.0,31.0,-10.889861,-7.746231,-4.198269,image01467
13.0,28.0,38.0,-59.016453,-13.414949,15.723164,image01468
28.0,25.0,35.0,-14.009433,-22.377771,7.037674,image01469
29.0,24.0,35.0,-11.566093,-24.661655,6.1269727,image01470
26.0,26.0,36.0,-19.357767,-18.066013,10.634406,image01471
26.0,28.0,30.0,-18.479597,-14.8616,-7.9221854,image01472
22.0,31.0,32.0,-31.825638,-4.9510655,-0.28427163,image01474
25.0,30.0,31.0,-21.528877,-6.9525776,-5.887361,image01475
26.0,29.0,30.0,-19.944479,-9.66107,-6.159818,image01476
22.0,27.0,34.0,-30.061653,-15.222926,5.4289093,image01477
30.0,28.0,32.0,-7.7169065,-12.083972,-2.6928482,image01479
28.0,28.0,31.0,-12.334249,-14.617428,-3.6093516,image01480
40.0,33.0,33.0,21.515638,0.71656376,0.17069659,image01483
8.0,6.0,66.0,-73.828926,-80.8602,99.529335,image01486
11.0,23.0,46.0,-65.69766,-28.54309,40.656986,image01488
41.0,37.0,36.0,25.10683,13.167699,10.457656,image01496
28.0,28.0,28.0,-14.02526,-12.576866,-12.108537,image01503
48.0,32.0,33.0,45.340073,-0.80473703,0.5332734,image01504
9.0,24.0,42.0,-69.40048,-25.357058,29.744207,image01505
9.0,36.0,28.0,-71.32766,11.957911,-14.1974325,image01506
39.0,35.0,33.0,18.25054,8.314507,2.9657354,image01507
6.0,1.0,63.0,-80.28042,-94.673904,92.39545,image01509
43.0,33.0,34.0,32.99185,2.7357707,4.019819,image01513
34.0,29.0,32.0,3.3917658,-11.018643,-2.2414227,image01514
-1.0,-1.0,66.0,-104.58462,-327.9718,333.9997,image01530
44.0,34.0,34.0,35.479588,5.2461925,5.785327,image01540
51.0,7.0,-1.0,55.707153,-75.02786,-111.43967,image01547
